
=============================================
STARTING Stage1
Episodes: 15000 | LR: 0.0001
Global Episode Offset: 0
=============================================
[ENV] On-the-fly curve generation enabled (base_seed=50)
[Stage1] Ep 100 | Avg Rew: -4.49 | Success: 0.00
🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.30, Return=380.23
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=500.35

   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage3] Ep 14600 | Avg Rew: 389.37 | Success: 0.00 [Prev: 2]
[Stage3] Ep 14700 | Avg Rew: 429.19 | Success: 0.00 [Prev: 2]
[Stage3] Ep 14800 | Avg Rew: 395.62 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage3] Ep 14900 | Avg Rew: 364.17 | Success: 0.00 [Prev: 2]
[Stage3] Ep 15000 | Avg Rew: 377.27 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.50, Return=385.59
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=421.51

[Stage3] Ep 15100 | Avg Rew: 407.77 | Success: 0.00 [Prev: 2]
[Stage3] Ep 15200 | Avg Rew: 409.31 | Success: 0.00 [Prev: 2]
[Stage3] Ep 15300 | Avg Rew: 418.69 | Success: 0.00 [Prev: 2]
[Stage3] Ep 15400 | Avg Rew: 400.10 | Success: 0.00 [Prev: 2]
[Stage3] Ep 15500 | Avg Rew: 400.82 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.60, Return=340.80
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=429.87

   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage3] Ep 15600 | Avg Rew: 449.29 | Success: 0.00 [Prev: 2]
[Stage3] Ep 15700 | Avg Rew: 397.77 | Success: 0.00 [Prev: 2]
[Stage3] Ep 15800 | Avg Rew: 419.87 | Success: 0.00 [Prev: 2]
[Stage3] Ep 15900 | Avg Rew: 440.60 | Success: 0.00 [Prev: 2]
[Stage3] Ep 16000 | Avg Rew: 407.02 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.50, Return=366.06
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=457.05

Checkpoint saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/ckpt_Stage3_ep16000.pth
Actor-only weights saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/actor_Stage3_ep16000.pth
[Stage3] Ep 16100 | Avg Rew: 385.90 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage3] Ep 16200 | Avg Rew: 392.74 | Success: 0.00 [Prev: 2]
[Stage3] Ep 16300 | Avg Rew: 379.83 | Success: 0.00 [Prev: 2]
[Stage3] Ep 16400 | Avg Rew: 421.81 | Success: 0.00 [Prev: 2]
[Stage3] Ep 16500 | Avg Rew: 405.15 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.40, Return=370.82
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=346.07

   🔄 Anti-forgetting: Training on previous stage 'Stage2'
[Stage3] Ep 16600 | Avg Rew: 383.16 | Success: 0.00 [Prev: 2]
[Stage3] Ep 16700 | Avg Rew: 408.21 | Success: 0.00 [Prev: 2]
[Stage3] Ep 16800 | Avg Rew: 394.44 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage3] Ep 16900 | Avg Rew: 413.29 | Success: 0.00 [Prev: 2]
[Stage3] Ep 17000 | Avg Rew: 401.83 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.40, Return=310.92
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=510.91

[Stage3] Ep 17100 | Avg Rew: 413.40 | Success: 0.00 [Prev: 2]
[Stage3] Ep 17200 | Avg Rew: 372.87 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage2'
[Stage3] Ep 17300 | Avg Rew: 413.68 | Success: 0.00 [Prev: 2]
[Stage3] Ep 17400 | Avg Rew: 376.21 | Success: 0.00 [Prev: 2]
[Stage3] Ep 17500 | Avg Rew: 392.47 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.70, Return=379.38
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=395.52

[Stage3] Ep 17600 | Avg Rew: 390.77 | Success: 0.00 [Prev: 2]
[Stage3] Ep 17700 | Avg Rew: 411.49 | Success: 0.00 [Prev: 2]
[Stage3] Ep 17800 | Avg Rew: 410.46 | Success: 0.00 [Prev: 2]
[Stage3] Ep 17900 | Avg Rew: 387.90 | Success: 0.00 [Prev: 2]
[Stage3] Ep 18000 | Avg Rew: 439.52 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.60, Return=348.13
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=379.25

Checkpoint saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/ckpt_Stage3_ep18000.pth
Actor-only weights saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/actor_Stage3_ep18000.pth
[Stage3] Ep 18100 | Avg Rew: 386.56 | Success: 0.00 [Prev: 2]
[Stage3] Ep 18200 | Avg Rew: 375.51 | Success: 0.00 [Prev: 2]
[Stage3] Ep 18300 | Avg Rew: 378.18 | Success: 0.00 [Prev: 2]
[Stage3] Ep 18400 | Avg Rew: 392.59 | Success: 0.00 [Prev: 2]
[Stage3] Ep 18500 | Avg Rew: 443.93 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.60, Return=334.05
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=301.24

[Stage3] Ep 18600 | Avg Rew: 414.81 | Success: 0.00 [Prev: 2]
[Stage3] Ep 18700 | Avg Rew: 405.85 | Success: 0.00 [Prev: 2]
[Stage3] Ep 18800 | Avg Rew: 398.84 | Success: 0.00 [Prev: 2]
[Stage3] Ep 18900 | Avg Rew: 409.67 | Success: 0.00 [Prev: 2]
[Stage3] Ep 19000 | Avg Rew: 362.24 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.60, Return=315.07
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=400.14

[Stage3] Ep 19100 | Avg Rew: 351.64 | Success: 0.00 [Prev: 2]
[Stage3] Ep 19200 | Avg Rew: 369.92 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage3] Ep 19300 | Avg Rew: 407.61 | Success: 0.00 [Prev: 2]
[Stage3] Ep 19400 | Avg Rew: 401.49 | Success: 0.00 [Prev: 2]
[Stage3] Ep 19500 | Avg Rew: 397.19 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.60, Return=401.98
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=518.50

   🔄 Anti-forgetting: Training on previous stage 'Stage2'
[Stage3] Ep 19600 | Avg Rew: 380.44 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage2'
[Stage3] Ep 19700 | Avg Rew: 390.26 | Success: 0.00 [Prev: 2]
[Stage3] Ep 19800 | Avg Rew: 389.49 | Success: 0.00 [Prev: 2]
[Stage3] Ep 19900 | Avg Rew: 386.29 | Success: 0.00 [Prev: 2]
[Stage3] Ep 20000 | Avg Rew: 391.07 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.60, Return=382.21
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=483.68

Checkpoint saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/ckpt_Stage3_ep20000.pth
Actor-only weights saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/actor_Stage3_ep20000.pth
[Stage3] Ep 20100 | Avg Rew: 388.76 | Success: 0.00 [Prev: 2]
[Stage3] Ep 20200 | Avg Rew: 436.57 | Success: 0.00 [Prev: 2]
[Stage3] Ep 20300 | Avg Rew: 384.53 | Success: 0.00 [Prev: 2]
[Stage3] Ep 20400 | Avg Rew: 409.76 | Success: 0.00 [Prev: 2]
[Stage3] Ep 20500 | Avg Rew: 344.37 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.70, Return=358.48
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=429.73

[Stage3] Ep 20600 | Avg Rew: 373.84 | Success: 0.00 [Prev: 2]
[Stage3] Ep 20700 | Avg Rew: 429.46 | Success: 0.00 [Prev: 2]
[Stage3] Ep 20800 | Avg Rew: 468.82 | Success: 0.00 [Prev: 2]
[Stage3] Ep 20900 | Avg Rew: 406.32 | Success: 0.00 [Prev: 2]
[Stage3] Ep 21000 | Avg Rew: 405.19 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.60, Return=388.21
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=426.13

   🔄 Anti-forgetting: Training on previous stage 'Stage2'
[Stage3] Ep 21100 | Avg Rew: 411.94 | Success: 0.00 [Prev: 2]
[Stage3] Ep 21200 | Avg Rew: 374.59 | Success: 0.00 [Prev: 2]
[Stage3] Ep 21300 | Avg Rew: 388.21 | Success: 0.00 [Prev: 2]
[Stage3] Ep 21400 | Avg Rew: 379.52 | Success: 0.00 [Prev: 2]
[Stage3] Ep 21500 | Avg Rew: 345.73 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.50, Return=306.67
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=389.83

[Stage3] Ep 21600 | Avg Rew: 383.54 | Success: 0.00 [Prev: 2]
[Stage3] Ep 21700 | Avg Rew: 380.68 | Success: 0.00 [Prev: 2]
[Stage3] Ep 21800 | Avg Rew: 377.89 | Success: 0.00 [Prev: 2]
[Stage3] Ep 21900 | Avg Rew: 368.53 | Success: 0.00 [Prev: 2]
[Stage3] Ep 22000 | Avg Rew: 395.12 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.60, Return=320.44
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=520.75

Checkpoint saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/ckpt_Stage3_ep22000.pth
Actor-only weights saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/actor_Stage3_ep22000.pth
[Stage3] Ep 22100 | Avg Rew: 388.39 | Success: 0.00 [Prev: 2]
[Stage3] Ep 22200 | Avg Rew: 423.83 | Success: 0.00 [Prev: 2]
[Stage3] Ep 22300 | Avg Rew: 380.59 | Success: 0.00 [Prev: 2]
[Stage3] Ep 22400 | Avg Rew: 443.24 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage3] Ep 22500 | Avg Rew: 386.20 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.80, Return=343.26
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=468.48

[Stage3] Ep 22600 | Avg Rew: 426.04 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage2'
[Stage3] Ep 22700 | Avg Rew: 390.10 | Success: 0.00 [Prev: 2]
[Stage3] Ep 22800 | Avg Rew: 410.36 | Success: 0.00 [Prev: 2]
[Stage3] Ep 22900 | Avg Rew: 381.79 | Success: 0.00 [Prev: 2]
[Stage3] Ep 23000 | Avg Rew: 389.42 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.30, Return=388.56
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=387.33

[Stage3] Ep 23100 | Avg Rew: 423.48 | Success: 0.00 [Prev: 2]
[Stage3] Ep 23200 | Avg Rew: 376.62 | Success: 0.00 [Prev: 2]
[Stage3] Ep 23300 | Avg Rew: 349.95 | Success: 0.00 [Prev: 2]
[Stage3] Ep 23400 | Avg Rew: 326.85 | Success: 0.00 [Prev: 2]
[Stage3] Ep 23500 | Avg Rew: 373.12 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.50, Return=388.01
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=479.17

[Stage3] Ep 23600 | Avg Rew: 416.83 | Success: 0.00 [Prev: 2]
[Stage3] Ep 23700 | Avg Rew: 394.71 | Success: 0.00 [Prev: 2]
[Stage3] Ep 23800 | Avg Rew: 416.07 | Success: 0.00 [Prev: 2]
[Stage3] Ep 23900 | Avg Rew: 391.34 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage2'
[Stage3] Ep 24000 | Avg Rew: 370.90 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.40, Return=368.31
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=504.22

Checkpoint saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/ckpt_Stage3_ep24000.pth
Actor-only weights saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/actor_Stage3_ep24000.pth
[Stage3] Ep 24100 | Avg Rew: 377.78 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage3] Ep 24200 | Avg Rew: 364.81 | Success: 0.00 [Prev: 2]
[Stage3] Ep 24300 | Avg Rew: 361.50 | Success: 0.00 [Prev: 2]
[Stage3] Ep 24400 | Avg Rew: 364.95 | Success: 0.00 [Prev: 2]
[Stage3] Ep 24500 | Avg Rew: 421.50 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.40, Return=416.74
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=461.21

[Stage3] Ep 24600 | Avg Rew: 428.93 | Success: 0.00 [Prev: 2]
[Stage3] Ep 24700 | Avg Rew: 428.24 | Success: 0.00 [Prev: 2]
[Stage3] Ep 24800 | Avg Rew: 400.87 | Success: 0.00 [Prev: 2]
[Stage3] Ep 24900 | Avg Rew: 414.19 | Success: 0.00 [Prev: 2]
[Stage3] Ep 25000 | Avg Rew: 394.44 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.60, Return=359.02
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=372.68

[Stage3] Ep 25100 | Avg Rew: 390.72 | Success: 0.00 [Prev: 2]
[Stage3] Ep 25200 | Avg Rew: 393.52 | Success: 0.00 [Prev: 2]
[Stage3] Ep 25300 | Avg Rew: 400.01 | Success: 0.00 [Prev: 2]
[Stage3] Ep 25400 | Avg Rew: 390.31 | Success: 0.00 [Prev: 2]
[Stage3] Ep 25500 | Avg Rew: 431.96 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.60, Return=341.02
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=475.64

[Stage3] Ep 25600 | Avg Rew: 414.08 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage2'
[Stage3] Ep 25700 | Avg Rew: 395.65 | Success: 0.00 [Prev: 2]
[Stage3] Ep 25800 | Avg Rew: 428.20 | Success: 0.00 [Prev: 2]
[Stage3] Ep 25900 | Avg Rew: 436.57 | Success: 0.00 [Prev: 2]
[Stage3] Ep 26000 | Avg Rew: 411.37 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.50, Return=375.52
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=492.23

Checkpoint saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/ckpt_Stage3_ep26000.pth
Actor-only weights saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/actor_Stage3_ep26000.pth
[Stage3] Ep 26100 | Avg Rew: 405.54 | Success: 0.00 [Prev: 2]
[Stage3] Ep 26200 | Avg Rew: 411.25 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage3] Ep 26300 | Avg Rew: 410.60 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage3] Ep 26400 | Avg Rew: 403.82 | Success: 0.00 [Prev: 2]
[Stage3] Ep 26500 | Avg Rew: 423.61 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.70, Return=359.75
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=479.40

[Stage3] Ep 26600 | Avg Rew: 414.01 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage2'
[Stage3] Ep 26700 | Avg Rew: 420.79 | Success: 0.00 [Prev: 2]
[Stage3] Ep 26800 | Avg Rew: 445.06 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage2'
[Stage3] Ep 26900 | Avg Rew: 446.88 | Success: 0.00 [Prev: 2]
[Stage3] Ep 27000 | Avg Rew: 410.58 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.70, Return=371.72
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=483.35

[Stage3] Ep 27100 | Avg Rew: 431.79 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage3] Ep 27200 | Avg Rew: 402.46 | Success: 0.00 [Prev: 2]
[Stage3] Ep 27300 | Avg Rew: 359.48 | Success: 0.00 [Prev: 2]
[Stage3] Ep 27400 | Avg Rew: 412.80 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage3] Ep 27500 | Avg Rew: 410.06 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.50, Return=395.43
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=466.45

[Stage3] Ep 27600 | Avg Rew: 375.41 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage2'
[Stage3] Ep 27700 | Avg Rew: 411.67 | Success: 0.00 [Prev: 2]
   🔄 Anti-forgetting: Training on previous stage 'Stage1'
[Stage3] Ep 27800 | Avg Rew: 377.64 | Success: 0.00 [Prev: 2]
[Stage3] Ep 27900 | Avg Rew: 426.15 | Success: 0.00 [Prev: 2]
[Stage3] Ep 28000 | Avg Rew: 404.80 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.50, Return=362.75
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=418.02

Checkpoint saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/ckpt_Stage3_ep28000.pth
Actor-only weights saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/actor_Stage3_ep28000.pth
[Stage3] Ep 28100 | Avg Rew: 425.46 | Success: 0.00 [Prev: 2]
[Stage3] Ep 28200 | Avg Rew: 423.84 | Success: 0.00 [Prev: 2]
[Stage3] Ep 28300 | Avg Rew: 425.51 | Success: 0.00 [Prev: 2]
[Stage3] Ep 28400 | Avg Rew: 404.75 | Success: 0.00 [Prev: 2]
[Stage3] Ep 28500 | Avg Rew: 368.05 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.70, Return=375.56
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=439.73

[Stage3] Ep 28600 | Avg Rew: 428.75 | Success: 0.00 [Prev: 2]
[Stage3] Ep 28700 | Avg Rew: 359.39 | Success: 0.00 [Prev: 2]
[Stage3] Ep 28800 | Avg Rew: 406.43 | Success: 0.00 [Prev: 2]
[Stage3] Ep 28900 | Avg Rew: 388.65 | Success: 0.00 [Prev: 2]
[Stage3] Ep 29000 | Avg Rew: 396.31 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.60, Return=365.71
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=492.47

[Stage3] Ep 29100 | Avg Rew: 396.61 | Success: 0.00 [Prev: 2]
[Stage3] Ep 29200 | Avg Rew: 415.68 | Success: 0.00 [Prev: 2]
[Stage3] Ep 29300 | Avg Rew: 392.83 | Success: 0.00 [Prev: 2]
[Stage3] Ep 29400 | Avg Rew: 412.55 | Success: 0.00 [Prev: 2]
[Stage3] Ep 29500 | Avg Rew: 418.63 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.30, Return=407.34
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=453.52

[Stage3] Ep 29600 | Avg Rew: 385.92 | Success: 0.00 [Prev: 2]
[Stage3] Ep 29700 | Avg Rew: 422.17 | Success: 0.00 [Prev: 2]
[Stage3] Ep 29800 | Avg Rew: 396.73 | Success: 0.00 [Prev: 2]
[Stage3] Ep 29900 | Avg Rew: 393.77 | Success: 0.00 [Prev: 2]
[Stage3] Ep 30000 | Avg Rew: 428.03 | Success: 0.00 [Prev: 2]

🔍 Evaluating on 2 previous stage(s) to check for forgetting...
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage1: Success=0.60, Return=353.30
[ENV] On-the-fly curve generation enabled (base_seed=50)
   Stage2: Success=0.00, Return=515.65

Checkpoint saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/ckpt_Stage3_ep30000.pth
Actor-only weights saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints/actor_Stage3_ep30000.pth
Finished Stage3. Saved model to /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/weights/model_Stage3_FINAL.pth
✅ Added Stage3 to previous stages pool (total: 3 stages)
Actor-only weights saved: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/weights/actor_Stage3_FINAL.pth

=== TRAINING COMPLETE ===
Training Start Time: 2026-01-13 01:26:51
Training End Time: 2026-01-13 17:13:20
Total Training Time: 15h 46m 29s (56789.0 seconds)
All results saved to: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651
  - Checkpoints: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/checkpoints
  - Final weights: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/weights
  - Training log: /home/mahsa.geshvadi001/New_Projects/DSA-RL-Tracker/EXPERIMENTS/Old_Generator/EXPERIMENT_1/runs/20260113_012651/logs/training.log
